purchase_date,checkout_instances,cat_electronics,cat_home,cat_clothing,cat_books,avg_revenue_per_unit,units_sold,revenue,credit_instances,crypto_instances,paypal_instances,cash_instances,total_returns,churned,retained
2022-11-10,180,31,39,57,53,241.20555555555555,511,484007,69,12,52,47,69.000000000000000000,37,143
2022-12-26,164,27,39,43,55,249.7621951219512,478,446298,50,20,50,44,64.000000000000000000,34,130
2022-07-01,190,51,43,57,39,257.72105263157897,613,514102,70,21,69,30,75.000000000000000000,43,147
2021-07-03,198,53,37,47,61,255.12626262626262,590,513242,95,20,53,30,77.000000000000000000,40,158
2021-09-10,172,42,36,44,50,271.91279069767444,547,477030,68,12,47,45,70.000000000000000000,30,142
2023-04-09,205,48,35,49,73,256.20975609756096,624,531797,69,21,73,42,84.000000000000000000,37,168
2022-02-12,197,35,28,65,69,245.37055837563452,583,555803,69,20,60,48,82.000000000000000000,46,151
2020-09-17,173,43,29,50,51,251.28901734104045,503,453763,70,7,53,43,64.000000000000000000,34,139
2021-04-26,186,39,40,53,54,269.9569892473118,510,453632,66,16,71,33,89.000000000000000000,35,151
2022-12-17,198,33,42,53,70,263.09090909090907,598,562877,67,22,67,42,70.000000000000000000,47,151
2020-02-23,172,33,34,55,50,260.7906976744186,505,458438,67,17,63,25,83.000000000000000000,43,129
2022-07-14,197,47,34,56,60,256.7715736040609,591,517192,79,18,63,37,87.000000000000000000,44,153
2022-02-22,187,40,38,62,47,261.2245989304813,580,541815,78,19,54,36,77.000000000000000000,34,153
2021-05-10,203,39,42,64,58,252.14778325123152,629,593888,81,26,57,39,72.000000000000000000,32,171
2021-11-05,175,34,38,53,50,248.1942857142857,543,483874,61,22,59,33,73.000000000000000000,26,149
2021-05-28,159,41,20,55,43,232.1823899371069,473,450160,75,18,44,22,76.000000000000000000,38,121
2020-11-16,209,39,42,65,63,247.1244019138756,579,589878,75,28,68,38,77.000000000000000000,39,170
2023-05-13,165,35,40,51,39,251.20606060606062,500,467078,66,19,49,31,61.000000000000000000,34,131
2023-09-08,185,37,41,47,60,254.6054054054054,600,520764,79,20,49,37,77.000000000000000000,47,138
2020-07-21,195,39,54,47,55,259.95897435897433,629,505999,70,24,55,46,76.000000000000000000,37,158
2022-07-13,195,42,35,48,70,243.15384615384616,600,539245,77,17,65,36,61.000000000000000000,36,159
2021-12-01,159,36,33,48,42,266.74213836477986,464,431327,64,18,38,39,73.000000000000000000,35,124
2021-02-05,175,40,32,34,69,258.81714285714287,520,483249,75,16,45,39,73.000000000000000000,35,140
2021-08-01,161,32,27,53,49,279.6645962732919,479,421474,52,18,50,41,79.000000000000000000,28,133
2020-09-16,171,35,32,51,53,258.7309941520468,506,441654,68,15,53,35,61.000000000000000000,35,136
2022-12-05,173,35,30,48,60,258.3468208092485,541,477350,71,12,59,31,81.000000000000000000,33,140
2020-09-03,184,27,45,54,58,248.46195652173913,548,500400,73,22,49,40,72.000000000000000000,33,151
2020-11-09,179,31,36,51,61,248.9832402234637,512,499258,81,12,50,36,73.000000000000000000,24,155
2020-08-16,167,34,28,50,55,250.63473053892216,491,487824,68,16,45,38,60.000000000000000000,44,123
2020-05-30,188,30,43,60,55,252.17021276595744,543,510532,71,15,60,42,70.000000000000000000,46,142
2021-03-21,178,33,39,58,48,246.76966292134833,521,487212,78,16,44,40,71.000000000000000000,24,154
2020-08-13,171,26,41,50,54,236.39766081871346,488,488800,66,13,59,33,75.000000000000000000,30,141
2020-04-06,160,25,31,59,45,257.5125,465,447186,63,14,42,41,61.000000000000000000,21,139
2022-03-26,184,35,37,49,63,252.5054347826087,571,500175,72,18,57,37,71.000000000000000000,35,149
2020-12-16,181,34,33,53,61,250.38674033149172,532,527952,80,14,55,32,76.000000000000000000,38,143
2020-08-20,196,51,39,58,48,252.53571428571428,579,559338,71,17,57,51,83.000000000000000000,27,169
2022-05-02,206,44,45,53,64,241.30582524271844,639,594972,76,16,67,47,90.000000000000000000,46,160
2023-02-18,176,32,35,47,62,256.3806818181818,574,465803,70,17,55,34,69.000000000000000000,40,136
2022-02-28,182,35,36,57,54,265.2802197802198,551,460305,70,16,56,40,67.000000000000000000,35,147
2022-12-10,184,31,40,58,55,234.47826086956522,512,487117,69,15,56,44,75.000000000000000000,42,142
2020-06-15,173,31,41,47,54,258.6242774566474,485,479703,71,19,46,37,64.000000000000000000,42,131
2022-08-05,177,38,29,54,56,239.37853107344634,534,514769,75,17,51,34,77.000000000000000000,38,139
2021-09-16,191,36,37,61,57,250.9371727748691,597,529848,81,27,44,39,77.000000000000000000,40,151
2023-07-07,171,33,35,48,55,244.2280701754386,521,473791,58,17,59,37,68.000000000000000000,41,130
2022-12-04,188,45,41,56,46,243.47340425531914,535,515180,76,14,63,35,69.000000000000000000,33,155
2021-02-10,190,39,40,56,55,261.2684210526316,597,498876,78,22,55,35,69.000000000000000000,31,159
2020-05-25,194,36,37,58,63,258.88659793814435,613,547921,83,30,52,29,73.000000000000000000,37,157
2023-02-01,182,37,44,47,54,248.8021978021978,544,503054,65,26,54,37,83.000000000000000000,37,145
2020-05-19,183,44,35,49,55,245.79781420765028,563,514264,70,18,58,37,71.000000000000000000,30,153
2020-04-23,174,32,23,59,60,242.28735632183907,521,460016,75,14,58,27,73.000000000000000000,33,141
2022-08-10,183,27,39,61,56,236.91256830601094,561,489650,74,19,52,38,91.000000000000000000,28,155
2020-10-30,202,44,44,58,56,246.08415841584159,596,555205,81,28,54,39,82.000000000000000000,35,167
2021-01-19,180,38,38,50,54,267.6277777777778,541,476539,80,18,52,30,67.000000000000000000,30,150
2021-05-27,191,45,37,58,51,241.41884816753927,564,535059,73,17,60,41,92.000000000000000000,53,138
2020-07-12,173,24,33,53,63,261.3757225433526,537,453652,68,25,49,31,80.000000000000000000,33,140
2022-04-15,182,36,42,54,50,249.9010989010989,561,481431,69,13,56,44,66.000000000000000000,36,146
2023-09-01,200,34,46,67,53,252.9,580,533488,81,29,58,32,73.000000000000000000,47,153
2021-10-05,173,39,36,51,47,236.28323699421966,511,443419,63,19,55,36,69.000000000000000000,35,138
2023-04-04,175,42,36,46,51,267.1542857142857,495,462206,71,18,56,30,74.000000000000000000,28,147
2022-09-09,172,38,30,46,58,237.4127906976744,507,489030,68,17,55,32,69.000000000000000000,35,137
2020-06-10,184,33,35,61,55,269.8369565217391,514,505826,63,23,63,35,73.000000000000000000,42,142
2022-11-28,186,43,27,57,59,270.13978494623655,577,520939,67,25,59,35,88.000000000000000000,42,144
2020-11-19,177,45,34,54,44,260.29378531073445,515,478698,68,22,55,32,71.000000000000000000,44,133
2021-08-03,174,36,35,55,48,272.11494252873564,534,510753,74,18,54,28,76.000000000000000000,32,142
2020-12-24,176,35,41,46,54,246.85227272727272,550,491685,74,15,50,37,67.000000000000000000,32,144
2020-02-21,174,38,29,50,57,246.89655172413794,540,492100,60,21,56,37,69.000000000000000000,32,142
2023-07-22,183,41,38,56,48,255.01639344262296,517,504106,75,15,57,36,74.000000000000000000,43,140
2021-05-16,194,39,51,63,41,253.18041237113403,613,530551,82,15,57,40,67.000000000000000000,39,155
2020-05-06,196,43,41,62,50,246.7295918367347,593,526807,70,22,60,44,87.000000000000000000,47,149
2021-07-02,192,36,43,58,55,248.85416666666666,586,542777,78,23,57,34,81.000000000000000000,48,144
2021-08-20,200,42,45,68,45,248.265,577,545970,76,17,64,43,82.000000000000000000,36,164
2023-06-30,180,34,27,71,48,238.8388888888889,552,503680,74,12,58,36,72.000000000000000000,41,139
2021-12-21,179,28,38,50,63,272.98324022346367,495,511988,67,13,64,35,80.000000000000000000,27,152
2020-06-28,188,35,41,54,58,268.61170212765956,569,533009,73,22,52,41,69.000000000000000000,39,149
2023-03-25,199,36,39,60,64,240.59798994974875,577,575349,83,18,56,42,67.000000000000000000,44,155
2021-02-01,164,36,27,55,46,248.140243902439,464,459462,73,12,45,34,75.000000000000000000,32,132
2020-05-21,175,31,50,45,49,250.10285714285715,509,506627,65,10,57,43,73.000000000000000000,31,144
2020-01-10,187,37,40,54,56,246.15508021390374,568,494131,83,24,42,38,82.000000000000000000,30,157
2022-06-23,188,39,32,63,54,251.38297872340425,561,483370,67,24,55,42,80.000000000000000000,33,155
2022-01-13,190,37,37,49,67,265.63684210526316,527,536903,85,15,56,34,78.000000000000000000,39,151
2020-03-03,192,45,34,66,47,257.09375,579,535198,82,26,42,42,80.000000000000000000,41,151
2022-10-23,193,30,39,58,66,257.82901554404145,570,518239,63,17,67,46,83.000000000000000000,40,153
2022-09-28,212,35,42,73,62,242.46226415094338,636,561158,97,20,54,41,79.000000000000000000,40,172
2020-12-20,199,37,44,58,60,256.51256281407035,603,579908,89,22,49,39,74.000000000000000000,36,163
2020-08-23,179,38,30,52,59,261.6815642458101,537,485106,74,11,53,41,78.000000000000000000,34,145
2022-11-22,185,38,36,62,49,242.45405405405404,561,527421,70,17,58,40,70.000000000000000000,37,148
2020-04-20,213,40,48,65,60,250.57276995305165,669,562661,95,23,55,40,84.000000000000000000,37,176
2020-11-05,192,41,35,51,65,266.2291666666667,583,526290,81,26,49,36,67.000000000000000000,37,155
2020-07-29,189,43,47,56,43,265.83597883597884,537,508637,86,23,47,33,94.000000000000000000,47,142
2023-04-06,177,35,30,55,57,261.73446327683615,529,464538,76,17,58,26,76.000000000000000000,40,137
2020-02-27,193,37,43,47,66,260.27979274611397,575,498011,80,18,55,40,69.000000000000000000,50,143
2022-02-10,189,42,41,49,57,241.05291005291005,590,512887,81,17,47,44,89.000000000000000000,40,149
2021-03-14,160,41,38,44,37,275.38125,487,414317,69,18,43,30,74.000000000000000000,30,130
2020-01-24,176,29,31,56,60,251.2840909090909,500,473144,69,22,53,32,74.000000000000000000,40,136
2022-09-24,194,32,33,60,69,253.56701030927834,587,508064,81,19,58,36,80.000000000000000000,41,153
2021-01-24,167,41,33,38,55,248.7125748502994,491,456709,65,8,56,38,81.000000000000000000,46,121
2023-08-14,194,46,32,63,53,252.86082474226805,607,524417,78,18,60,38,84.000000000000000000,37,157
2022-02-06,184,33,39,60,52,261.125,561,523127,76,16,54,38,78.000000000000000000,27,157
2022-11-24,198,47,34,59,58,244.27272727272728,592,531126,87,21,61,29,79.000000000000000000,37,161
2021-12-22,166,26,30,57,53,265.7048192771084,460,454188,62,14,57,33,70.000000000000000000,30,136
2021-06-19,175,38,31,51,55,234.08,531,495252,71,19,50,35,72.000000000000000000,28,147
2020-02-19,207,30,46,61,70,242.35265700483092,577,539105,85,14,68,40,79.000000000000000000,39,168
2021-01-22,188,40,31,50,67,252.35106382978722,540,517306,76,16,63,33,69.000000000000000000,44,144
2021-02-06,169,32,29,57,51,260.24852071005915,504,471472,64,12,60,33,72.000000000000000000,32,137
2021-03-12,226,59,44,60,63,254.18584070796462,680,648426,95,19,77,35,89.000000000000000000,48,178
2022-02-04,171,42,32,49,48,259.6140350877193,523,479458,80,12,45,34,76.000000000000000000,45,126
2023-05-02,196,40,42,51,63,245.48469387755102,589,531028,77,18,54,47,78.000000000000000000,45,151
2021-05-24,168,29,28,55,56,258.8511904761905,493,458615,66,20,47,35,64.000000000000000000,33,135
2023-04-10,173,34,39,42,58,270.3699421965318,506,490162,67,20,51,35,73.000000000000000000,26,147
2021-07-24,187,41,40,44,62,258.0802139037433,571,502066,59,24,62,42,82.000000000000000000,44,143
2021-05-15,180,29,39,57,55,252.40555555555557,536,492072,64,12,65,39,82.000000000000000000,35,145
2020-10-09,196,40,38,54,64,251.75510204081633,599,538516,85,17,55,39,83.000000000000000000,51,145
2022-10-18,173,32,35,46,60,213.0520231213873,521,453293,68,18,55,32,70.000000000000000000,33,140
2021-12-28,186,35,56,40,55,251.24193548387098,577,521954,77,23,48,38,65.000000000000000000,37,149
2021-10-18,192,33,46,56,57,245.85416666666666,549,535223,78,20,51,43,69.000000000000000000,39,153
2021-09-28,167,30,42,50,45,251.8682634730539,485,444264,74,21,35,37,74.000000000000000000,35,132
2021-11-24,194,45,39,52,58,278.680412371134,565,496318,72,27,56,39,81.000000000000000000,31,163
2020-04-09,174,29,39,56,50,255.67816091954023,523,428367,73,20,49,32,72.000000000000000000,33,141
2020-11-10,172,26,36,56,54,244.65697674418604,519,477040,63,16,60,33,74.000000000000000000,28,144
2022-06-03,173,34,42,50,47,260.35260115606934,510,466645,56,18,59,40,67.000000000000000000,41,132
2021-11-07,189,31,35,60,63,258.41269841269843,543,472456,65,19,70,35,75.000000000000000000,41,148
2020-07-28,194,40,39,64,51,262.02061855670104,601,478377,70,21,65,38,79.000000000000000000,35,159
2022-03-09,200,32,47,54,67,236.51,609,542645,70,22,71,37,83.000000000000000000,36,164
2022-07-22,197,29,41,60,67,261.497461928934,573,551341,89,22,60,26,76.000000000000000000,39,158
2021-07-01,192,35,33,62,62,251.98958333333334,572,518419,80,22,58,32,81.000000000000000000,40,152
2023-09-10,175,39,36,47,53,273.1714285714286,516,502386,69,15,66,25,66.000000000000000000,45,130
2023-07-12,189,46,26,60,57,247.2910052910053,557,480655,81,21,52,35,86.000000000000000000,38,151
2021-10-22,203,37,46,64,56,239.80295566502463,603,502289,76,20,58,49,85.000000000000000000,45,158
2022-04-19,174,29,39,56,50,252.20114942528735,523,488235,74,18,51,31,69.000000000000000000,36,138
2023-04-17,195,34,36,54,71,244.87179487179486,565,552927,67,20,59,49,79.000000000000000000,36,159
2020-09-13,201,45,38,60,58,245.09452736318408,579,541755,82,28,54,37,67.000000000000000000,38,163
2022-08-18,201,30,43,55,73,240.4825870646766,616,589202,77,26,61,37,81.000000000000000000,40,161
2021-11-29,177,40,42,44,51,252.19209039548022,540,520228,70,14,55,38,60.000000000000000000,32,145
2023-01-12,198,44,39,53,62,272.1161616161616,557,556135,71,17,63,47,68.000000000000000000,39,159
2021-06-02,175,35,40,51,49,247.57714285714286,502,453262,67,19,56,33,79.000000000000000000,34,141
2022-10-07,185,38,42,59,46,240.4,563,498807,77,17,62,29,67.000000000000000000,33,152
2023-06-11,181,29,40,61,51,267.49171270718233,511,472156,66,21,56,38,72.000000000000000000,39,142
2022-02-07,198,34,35,63,66,248.57070707070707,592,535837,84,25,53,36,85.000000000000000000,45,153
2023-04-11,181,39,39,43,60,259.45303867403317,532,499434,73,15,54,39,69.000000000000000000,37,144
2022-10-20,189,42,36,51,60,260.78306878306876,585,521133,72,27,52,38,66.000000000000000000,42,147
2020-04-17,176,37,32,39,68,269.03977272727275,547,489195,78,15,46,37,65.000000000000000000,28,148
2021-09-29,178,42,30,60,46,260.12359550561797,548,486869,66,21,54,37,73.000000000000000000,34,144
2020-08-12,197,53,42,58,44,259.98984771573606,617,568195,78,20,60,39,71.000000000000000000,40,157
2020-03-05,155,27,36,46,46,239.76129032258063,464,422597,58,15,50,32,68.000000000000000000,32,123
2020-05-09,201,45,49,53,54,262.6119402985075,614,557380,87,17,57,40,76.000000000000000000,50,151
2023-05-27,181,39,40,54,48,269.0110497237569,559,493583,73,23,46,39,69.000000000000000000,42,139
2020-10-06,169,41,33,52,43,240.3491124260355,520,446329,60,20,49,40,75.000000000000000000,32,137
2020-10-28,191,33,34,64,60,257.5392670157068,581,508519,67,27,52,45,80.000000000000000000,29,162
2021-03-24,210,45,46,56,63,255.53809523809525,614,588867,74,22,65,49,97.000000000000000000,39,171
2020-11-01,195,33,48,54,60,269.5282051282051,565,520379,72,19,56,48,87.000000000000000000,47,148
2023-08-15,195,35,36,64,60,261.3025641025641,573,555420,74,21,58,42,73.000000000000000000,33,162
2020-03-06,193,47,29,58,59,240.6217616580311,596,505626,90,15,51,37,84.000000000000000000,33,160
2022-08-25,191,39,35,57,60,263.5078534031414,570,516194,83,19,53,36,82.000000000000000000,39,152
2020-06-18,203,45,36,67,55,251.32019704433498,575,521913,76,22,60,45,91.000000000000000000,38,165
2021-03-09,207,44,45,59,59,247.2463768115942,614,557196,73,28,65,41,75.000000000000000000,49,158
2021-01-23,187,42,42,52,51,259.7914438502674,566,524973,62,18,65,42,63.000000000000000000,41,146
2022-10-15,178,31,43,57,47,243.4438202247191,505,459025,68,25,54,31,57.000000000000000000,27,151
2021-07-18,165,31,33,51,50,246.38181818181818,494,469699,74,14,46,31,68.000000000000000000,40,125
2020-09-01,174,37,34,53,50,252.1494252873563,515,439118,76,16,50,32,70.000000000000000000,27,147
2020-03-25,181,45,35,42,59,263.0220994475138,574,503162,68,19,48,46,83.000000000000000000,39,142
2023-04-02,191,26,46,51,68,250.4502617801047,561,510480,86,17,49,39,64.000000000000000000,28,163
2021-09-12,193,41,40,58,54,246.14507772020724,612,515436,90,22,52,29,85.000000000000000000,41,152
2021-04-28,194,39,38,57,60,238.27319587628867,590,514584,79,23,51,41,77.000000000000000000,49,145
2020-11-02,211,44,50,62,55,239.95734597156397,624,581238,95,17,56,43,75.000000000000000000,37,174
2022-03-25,175,40,42,41,52,257.7657142857143,531,495375,74,17,44,40,56.000000000000000000,34,141
2022-06-16,190,45,35,55,55,246.77894736842106,572,504382,78,17,60,35,78.000000000000000000,40,150
2020-11-28,170,29,36,46,59,231.0705882352941,504,479523,80,16,41,33,82.000000000000000000,35,135
2023-02-15,183,36,28,56,63,258.7049180327869,555,494150,73,20,61,29,75.000000000000000000,36,147
2021-03-15,198,33,41,58,66,261.69191919191917,613,545383,72,19,58,49,76.000000000000000000,33,165
2021-03-10,204,34,35,59,76,246.20098039215685,619,540257,77,24,58,45,80.000000000000000000,38,166
2022-09-25,170,37,31,50,52,245.9764705882353,517,467845,66,23,56,25,66.000000000000000000,30,140
2022-09-12,186,36,38,65,47,267.83870967741933,534,514338,73,21,60,32,73.000000000000000000,35,151
2022-10-24,162,32,32,51,47,220.32716049382717,493,476659,72,18,42,30,65.000000000000000000,31,131
2021-07-31,181,39,30,50,62,259.6629834254144,518,489629,65,13,57,46,72.000000000000000000,35,146
2022-12-21,184,23,46,62,53,265.6467391304348,537,506514,77,12,54,41,82.000000000000000000,42,142
2020-10-25,184,36,21,64,63,242.57065217391303,541,519656,80,13,54,37,72.000000000000000000,33,151
2022-06-17,183,39,32,64,48,264.75956284153006,573,500763,68,18,56,41,78.000000000000000000,40,143
2021-09-04,166,33,29,54,50,244.51807228915663,512,461314,64,9,62,31,73.000000000000000000,22,144
2023-06-26,166,35,43,40,48,245.83734939759037,513,450055,66,10,52,38,66.000000000000000000,30,136
2020-09-09,179,39,40,52,48,271.2067039106145,525,494815,72,17,48,42,64.000000000000000000,39,140
2021-03-26,189,34,35,65,55,253.4920634920635,572,550988,79,14,55,41,70.000000000000000000,37,152
2021-12-26,199,39,42,55,63,254.89949748743717,607,513656,81,34,48,36,89.000000000000000000,46,153
2023-01-25,201,36,30,81,54,250.0497512437811,554,526048,84,17,55,45,82.000000000000000000,33,168
2022-08-06,175,29,37,65,44,240.25142857142856,501,492534,64,16,58,37,79.000000000000000000,37,138
2023-07-10,182,40,41,50,51,273.45604395604397,558,482321,69,19,46,48,79.000000000000000000,35,147
2022-01-06,160,39,32,47,42,241.86875,468,421134,64,27,40,29,62.000000000000000000,35,125
2020-07-19,208,45,45,60,58,262.22115384615387,634,587568,95,25,44,44,73.000000000000000000,40,168
2022-02-03,183,43,28,52,60,265.3825136612022,571,537435,76,12,61,34,78.000000000000000000,33,150
2023-08-17,182,38,29,42,73,264.3076923076923,543,528378,77,17,51,37,74.000000000000000000,36,146
2023-06-05,181,43,29,50,59,235.71270718232043,548,476518,69,16,49,47,84.000000000000000000,28,153
2022-09-05,175,36,38,48,53,276.01714285714286,539,457129,71,15,48,41,73.000000000000000000,30,145
2020-05-27,219,39,40,72,68,241.31963470319636,638,572195,81,23,69,46,103.000000000000000000,40,179
2021-10-23,166,27,32,49,58,257.0240963855422,484,441842,72,19,44,31,62.000000000000000000,35,131
2020-11-17,184,37,33,48,66,253.9836956521739,578,499130,75,18,57,34,72.000000000000000000,43,141
2023-02-10,181,35,37,52,57,268.69060773480663,545,511278,79,12,57,33,67.000000000000000000,36,145
2023-02-14,169,36,32,56,45,264.4378698224852,476,483869,74,16,56,23,55.000000000000000000,39,130
2023-03-26,182,28,43,52,59,239.5879120879121,551,530388,75,21,55,31,79.000000000000000000,41,141
2023-01-21,167,31,40,58,38,231.2754491017964,512,441606,68,8,59,32,71.000000000000000000,37,130
2022-09-26,176,43,31,51,51,249.57954545454547,531,485939,71,19,57,29,67.000000000000000000,30,146
2022-03-01,196,33,53,48,62,253.4795918367347,599,573564,79,17,60,40,66.000000000000000000,36,160
2020-07-31,186,33,42,62,49,236.11290322580646,579,522335,76,15,62,33,78.000000000000000000,34,152
2021-06-08,187,41,32,59,55,261.379679144385,575,516607,69,21,42,55,78.000000000000000000,27,160
2020-01-04,193,40,39,53,61,277.8911917098446,541,543142,73,20,61,39,83.000000000000000000,30,163
2020-10-16,185,40,33,57,55,261.1297297297297,568,492275,79,18,50,38,78.000000000000000000,32,153
2020-05-12,163,24,34,48,57,282.25766871165644,482,468116,76,11,42,34,68.000000000000000000,29,134
2021-04-30,191,40,54,57,40,267.0994764397906,550,521710,74,25,60,32,80.000000000000000000,36,155
2021-12-29,184,37,35,56,56,263.9728260869565,538,512136,92,16,45,31,68.000000000000000000,37,147
2020-02-01,168,38,30,52,48,256.32142857142856,485,461245,74,16,46,32,63.000000000000000000,38,130
2020-09-06,191,33,43,43,72,236.61780104712042,564,484939,73,20,60,38,69.000000000000000000,42,149
2021-04-04,189,38,36,56,59,251.0899470899471,612,525265,65,15,64,45,83.000000000000000000,38,151
2021-09-03,184,37,41,49,57,256.82065217391306,539,540142,85,17,42,40,70.000000000000000000,31,153
2023-02-05,207,40,46,60,61,267.30917874396135,596,540441,84,12,64,47,83.000000000000000000,43,164
2020-12-03,171,23,43,63,42,270.953216374269,526,483994,69,17,55,30,78.000000000000000000,26,145
2021-02-19,196,42,43,60,51,266.18367346938777,602,507130,79,22,57,38,86.000000000000000000,31,165
2020-12-10,197,46,35,57,59,263.8984771573604,578,531397,88,19,56,34,74.000000000000000000,37,160
2020-07-18,197,41,38,70,48,252.2233502538071,544,540277,85,17,48,47,77.000000000000000000,44,153
2023-05-01,190,38,38,56,58,264.2894736842105,601,521981,77,19,56,38,79.000000000000000000,41,149
2022-10-14,173,30,35,57,51,253.8728323699422,561,456468,74,19,51,29,71.000000000000000000,35,138
2022-07-11,218,50,45,60,63,264.1743119266055,656,597194,90,26,51,51,88.000000000000000000,51,167
2020-11-22,168,27,33,55,53,274.0892857142857,524,444153,63,16,43,46,70.000000000000000000,43,125
2022-11-04,206,30,53,59,64,260.1407766990291,602,552972,98,19,54,35,83.000000000000000000,43,163
2023-05-17,188,41,31,59,57,248.9840425531915,547,518418,76,22,58,32,78.000000000000000000,36,152
2020-06-20,202,47,36,51,68,252.94059405940595,622,537443,78,22,53,49,72.000000000000000000,45,157
2023-08-23,175,28,40,54,53,257.33142857142855,533,481478,75,15,51,34,77.000000000000000000,46,129
2021-03-02,175,37,38,56,44,262.33714285714285,526,478250,69,16,53,37,58.000000000000000000,39,136
2023-07-02,193,43,48,50,52,251.80310880829015,609,491301,81,15,64,33,77.000000000000000000,43,150
2023-09-05,181,31,28,54,68,252.06629834254144,534,508566,71,21,56,33,64.000000000000000000,30,151
2023-06-04,174,27,48,55,44,246.4712643678161,556,454609,74,21,43,36,73.000000000000000000,46,128
2020-11-24,192,46,32,59,55,231.765625,565,555385,75,20,67,30,88.000000000000000000,45,147
2020-07-23,201,39,50,60,52,262.87064676616916,597,534593,67,17,76,41,81.000000000000000000,52,149
2021-03-25,195,41,40,58,56,255.7846153846154,555,518542,61,20,73,41,66.000000000000000000,35,160
2022-11-14,192,47,36,53,56,268.5364583333333,573,501993,77,15,66,34,70.000000000000000000,36,156
2022-10-08,195,30,38,54,73,264.05128205128204,564,568254,81,11,58,45,82.000000000000000000,35,160
2022-02-23,176,27,38,59,52,262.10227272727275,513,492208,74,11,57,34,66.000000000000000000,36,140
2021-04-20,179,34,35,66,44,262.4860335195531,548,467904,70,22,51,36,65.000000000000000000,34,145
2021-04-11,185,33,42,60,50,277.5027027027027,579,487232,69,14,66,36,61.000000000000000000,47,138
2020-03-02,172,25,45,49,53,258.00581395348837,528,495377,65,15,53,39,76.000000000000000000,38,134
2022-10-05,182,30,46,53,53,258.84615384615387,521,495379,80,21,48,33,74.000000000000000000,34,148
2023-05-21,176,31,38,55,52,249.9431818181818,517,511340,69,20,50,37,71.000000000000000000,43,133
2022-05-18,198,50,31,67,50,246.85858585858585,598,514048,78,17,65,38,85.000000000000000000,31,167
2020-01-13,187,33,31,63,60,215.32620320855614,571,500456,78,18,53,38,77.000000000000000000,44,143
2020-12-02,175,34,36,58,47,265.5542857142857,561,471904,87,12,40,36,76.000000000000000000,30,145
2023-07-28,177,43,39,38,57,268.4124293785311,513,489970,78,17,48,34,68.000000000000000000,34,143
2022-11-07,186,49,30,58,49,265.4623655913978,529,487862,74,17,53,42,85.000000000000000000,40,146
2020-08-25,178,37,44,56,41,245.6629213483146,504,490579,74,16,54,34,70.000000000000000000,42,136
2021-06-26,192,35,35,60,62,244.92708333333334,520,488155,78,14,62,38,76.000000000000000000,41,151
2023-01-26,179,45,30,41,63,270.39106145251395,546,473900,74,14,60,31,81.000000000000000000,35,144
2020-04-24,170,31,39,42,58,245.46470588235294,491,439401,75,19,44,32,74.000000000000000000,33,137
2020-06-16,204,46,35,68,55,255.90686274509804,621,590769,76,20,62,46,81.000000000000000000,36,168
2022-07-30,180,33,43,51,53,246.92222222222222,582,498424,67,21,61,31,74.000000000000000000,41,139
2020-01-11,201,31,44,70,56,238.64676616915423,595,542903,93,13,64,31,83.000000000000000000,44,157
2020-01-28,192,38,37,58,59,252.96354166666666,580,539570,74,21,63,34,82.000000000000000000,33,159
2020-04-28,198,31,42,69,56,268.979797979798,641,577166,86,16,53,43,86.000000000000000000,47,151
2023-02-06,213,42,36,78,57,260.45539906103284,635,561745,94,15,69,35,89.000000000000000000,34,179
2021-07-04,171,35,36,44,56,256.906432748538,521,468933,74,15,45,37,71.000000000000000000,29,142
2023-01-05,171,31,41,46,53,259.8362573099415,522,451146,87,14,44,26,72.000000000000000000,32,139
2023-09-15,94,27,23,17,27,255.80851063829786,289,269376,48,10,23,13,39.000000000000000000,13,81
2021-10-10,190,40,29,68,53,240.43684210526317,587,551085,72,17,56,45,79.000000000000000000,40,150
2023-04-28,192,40,35,65,52,260.71875,594,533519,73,15,70,34,85.000000000000000000,46,146
2021-10-29,200,32,42,65,61,260.53,607,545415,83,14,62,41,79.000000000000000000,44,156
2021-09-21,167,28,37,50,52,253.04191616766468,485,474925,61,21,57,28,64.000000000000000000,33,134
2020-01-22,173,32,31,60,50,271.7514450867052,512,448455,70,22,49,32,68.000000000000000000,40,133
2022-02-21,198,41,31,62,64,242.7070707070707,582,482819,82,18,69,29,76.000000000000000000,37,161
2023-08-18,196,42,32,64,58,251.32142857142858,557,542067,92,21,45,38,73.000000000000000000,40,156
2022-05-20,191,39,38,47,67,259.869109947644,553,494895,84,17,50,40,77.000000000000000000,40,151
2022-02-19,175,35,30,46,64,233.37142857142857,491,488576,89,9,47,30,81.000000000000000000,39,136
2023-08-01,215,44,45,60,66,274.0046511627907,624,601763,76,17,74,48,83.000000000000000000,43,172
2023-07-13,188,39,42,49,58,252,576,515498,77,18,50,43,85.000000000000000000,44,144
2021-11-10,182,33,32,54,63,256.7802197802198,565,476647,72,22,54,34,72.000000000000000000,29,153
2022-03-14,191,35,42,53,61,262.8952879581152,605,537928,69,22,59,41,60.000000000000000000,38,153
2020-07-26,172,44,37,38,53,254.22674418604652,502,495236,77,17,43,35,55.000000000000000000,32,140
2023-02-02,193,26,44,54,69,271.83937823834196,608,537359,69,18,73,33,82.000000000000000000,43,150
2023-03-17,202,34,38,69,61,251.97029702970298,601,603207,83,28,50,41,82.000000000000000000,43,159
