customer_id,payment_creditcard,payment_debit,payment_crypto,payment_paypal,payment_cash,cat_electronics,cat_home,cat_clothing,cat_books
48269,1,0,2,0,0,1,1,2,0
1745,2,0,1,0,0,0,0,1,3
14631,2,0,2,0,1,3,2,0,2
28965,2,0,1,0,0,1,1,0,4
45140,1,0,0,0,1,0,1,0,1
39536,0,0,1,0,1,1,1,1,0
47231,2,0,0,0,0,2,0,0,1
43628,1,0,0,0,0,0,1,0,2
8367,1,0,0,0,0,0,1,0,1
20882,2,0,0,0,1,0,2,0,1
28833,3,0,0,0,0,1,1,0,1
35966,1,0,1,0,0,0,1,0,2
14933,3,0,0,0,0,0,0,3,1
14193,0,0,0,0,2,0,1,0,1
42076,3,0,1,0,1,2,1,0,2
44305,0,0,1,0,0,0,0,3,0
13046,2,0,0,0,0,1,0,1,1
37497,2,0,0,0,0,2,1,1,1
23261,2,0,0,0,0,0,1,0,1
18164,2,0,0,0,0,1,0,0,1
35641,1,0,0,0,1,0,0,1,1
46791,1,0,0,0,0,0,1,1,2
9753,1,0,0,0,0,0,0,1,0
1363,2,0,0,0,0,1,0,0,1
4939,3,0,0,0,1,0,2,0,2
19235,1,0,0,0,2,2,0,2,0
43184,1,0,1,0,0,0,3,1,3
41155,1,0,0,0,1,2,1,0,0
42828,3,0,1,0,2,1,2,0,4
23305,3,0,0,0,0,0,0,3,0
19040,3,0,2,0,0,0,0,3,3
14247,6,0,1,0,1,2,3,2,5
9991,4,0,0,0,1,2,1,0,3
4068,0,0,1,0,1,0,0,1,2
19753,2,0,0,0,1,2,0,2,1
27161,4,0,1,0,1,1,0,2,3
41632,0,0,3,0,0,2,2,2,2
38794,3,0,0,0,2,3,2,3,0
22677,2,0,0,0,3,1,2,1,3
38775,3,0,1,0,1,0,3,1,1
25256,3,0,0,0,1,1,1,1,2
28959,1,0,0,0,1,1,0,1,0
37199,1,0,0,0,1,1,0,0,3
3009,2,0,1,0,2,2,5,1,0
25599,4,0,1,0,1,2,1,1,3
39498,0,0,0,0,2,2,1,0,3
47764,3,0,0,0,1,1,2,3,1
18422,3,0,0,0,1,1,1,0,2
18745,0,0,0,0,1,1,2,0,0
16391,5,0,0,0,1,0,1,4,2
6671,3,0,2,0,1,1,1,2,2
4564,1,0,1,0,1,0,2,3,0
9981,3,0,2,0,1,1,2,3,1
447,1,0,0,0,1,1,0,3,0
2605,2,0,0,0,1,2,1,0,2
32014,3,0,1,0,3,3,1,4,1
2012,1,0,0,0,1,0,2,1,0
3736,4,0,1,0,0,0,3,3,2
35793,1,0,0,0,2,1,2,1,0
20406,2,0,0,0,1,0,2,0,1
7837,2,0,0,0,1,0,1,2,2
3083,3,0,1,0,1,1,2,0,2
16023,4,0,0,0,3,2,2,2,1
1294,2,0,1,0,0,1,1,2,2
1533,3,0,0,0,1,1,1,4,0
29142,2,0,0,0,0,3,2,1,0
20514,1,0,2,0,1,0,1,1,4
43671,1,0,0,0,2,1,1,2,0
14154,1,0,0,0,0,1,0,0,1
19199,3,0,1,0,1,0,1,2,4
46781,1,0,1,0,1,2,0,1,0
10357,3,0,0,0,0,1,2,1,1
42852,1,0,0,0,1,1,2,0,0
38989,2,0,1,0,2,0,1,4,2
30843,0,0,0,0,1,0,0,1,1
47070,0,0,0,0,3,1,0,0,2
14484,4,0,0,0,1,2,2,0,1
5378,0,0,1,0,1,1,2,1,1
5849,2,0,0,0,2,0,1,3,2
24980,3,0,0,0,1,2,1,1,0
47448,2,0,2,0,0,0,3,1,3
38576,1,0,1,0,0,0,2,0,0
26616,3,0,0,0,2,0,1,1,3
29702,2,0,0,0,1,0,0,2,3
3483,2,0,1,0,1,0,0,3,1
35025,3,0,2,0,1,1,1,4,1
5445,3,0,0,0,2,0,3,1,3
24902,0,0,0,0,1,0,0,1,1
47604,4,0,0,0,1,2,1,1,2
11938,0,0,0,0,2,2,1,0,0
39059,4,0,2,0,0,1,4,2,1
27502,2,0,1,0,0,0,0,2,2
37632,2,0,0,0,0,0,0,1,1
27184,1,0,0,0,2,2,1,2,0
26253,2,0,1,0,1,3,1,0,1
47579,1,0,1,0,0,1,0,1,0
17846,1,0,1,0,1,1,2,2,1
1731,1,0,0,0,1,2,0,1,1
4853,3,0,0,0,1,2,0,1,2
43576,1,0,1,0,1,1,3,1,1
3050,4,0,1,0,1,1,1,1,3
14186,4,0,1,0,0,1,2,1,1
7339,3,0,1,0,0,1,1,1,1
43166,1,0,0,0,0,3,0,0,0
1730,2,0,0,0,2,1,0,3,1
41868,0,0,1,0,1,0,0,0,3
41077,1,0,1,0,2,0,0,3,1
44273,1,0,1,0,0,1,1,0,1
33005,1,0,1,0,0,1,0,0,1
21502,3,0,1,0,1,2,0,1,2
27626,2,0,0,0,1,1,1,1,0
48548,0,0,0,0,1,0,0,2,0
8910,0,0,0,0,1,0,0,1,0
34764,0,0,0,0,1,0,0,1,0
49692,1,0,1,0,1,1,0,1,2
15564,0,0,0,0,1,0,1,0,1
12634,1,0,0,0,2,0,4,1,0
37905,1,0,0,0,0,0,0,2,0
31159,1,0,0,0,0,1,0,2,0
26664,1,0,0,0,0,0,0,0,1
13328,1,0,1,0,2,2,0,1,1
15910,1,0,0,0,1,0,1,1,1
16155,1,0,0,0,2,0,0,3,0
36457,3,0,1,0,0,3,0,0,2
43368,3,0,1,0,0,1,2,1,3
43216,1,0,0,0,3,2,1,1,1
34454,2,0,0,0,2,1,3,1,0
34947,2,0,0,0,1,0,0,4,0
35849,3,0,0,0,1,1,3,1,1
22524,1,0,0,0,0,0,1,1,0
38787,3,0,0,0,1,0,2,0,2
15666,1,0,0,0,0,0,0,1,0
6788,1,0,0,0,0,0,0,1,1
42902,0,0,0,0,0,0,0,1,0
22229,0,0,0,0,1,1,0,0,0
23432,1,0,1,0,0,0,1,1,1
445,1,0,0,0,1,1,0,1,1
7342,1,0,0,0,0,1,0,1,0
18056,1,0,0,0,1,1,1,0,1
35423,2,0,1,0,1,1,1,2,0
49826,1,0,0,0,1,0,1,1,0
9171,0,0,0,0,0,0,0,1,0
23299,1,0,1,0,1,0,4,2,2
42480,2,0,1,0,0,2,1,2,0
9142,1,0,2,0,1,0,3,2,1
13584,2,0,0,0,2,0,3,1,1
37740,2,0,1,0,2,1,1,3,1
19756,2,0,2,0,1,1,2,0,5
19501,3,0,1,0,3,1,1,0,6
48216,2,0,0,0,0,0,0,3,0
32930,1,0,1,0,1,2,0,2,3
34044,2,0,1,0,1,0,1,0,4
16957,1,0,1,0,2,4,1,3,0
22287,1,0,1,0,0,1,0,2,1
30611,2,0,0,0,1,1,3,3,1
41179,0,0,1,0,1,0,2,0,1
5090,1,0,2,0,0,0,1,1,3
536,5,0,2,0,0,2,1,3,2
12175,4,0,2,0,0,1,2,1,2
40380,3,0,2,0,0,2,2,2,0
5340,1,0,3,0,2,1,2,3,1
46309,1,0,1,0,1,1,2,2,1
25811,2,0,0,0,1,2,1,0,1
47366,4,0,1,0,0,1,1,2,1
15157,2,0,1,0,1,2,2,1,0
26826,3,0,0,0,1,2,0,1,2
34758,1,0,0,0,1,2,1,1,0
21569,2,0,1,0,0,0,0,1,2
33790,1,0,0,0,0,1,1,0,0
18896,4,0,1,0,2,1,3,2,2
6914,1,0,0,0,2,0,0,3,1
11144,3,0,1,0,0,2,0,3,1
28553,3,0,0,0,1,0,0,2,3
2837,2,0,1,0,2,0,2,3,1
35093,4,0,1,0,2,1,1,2,4
7538,3,0,1,0,0,3,2,0,1
46718,3,0,2,0,0,1,0,4,3
18392,1,0,0,0,0,1,1,2,1
23118,2,0,2,0,3,3,0,3,1
36123,3,0,0,0,1,0,1,4,2
6778,1,0,0,0,0,0,1,0,0
36021,4,0,1,0,0,1,6,0,0
26455,0,0,1,0,2,1,0,0,3
14258,3,0,0,0,1,0,1,5,1
25913,0,0,0,0,2,1,0,1,2
2488,1,0,1,0,1,1,1,1,2
38026,2,0,0,0,1,0,1,0,3
4641,2,0,0,0,2,1,0,3,1
40405,3,0,0,0,0,1,0,3,3
34577,3,0,0,0,1,1,3,2,1
22088,1,0,2,0,1,1,1,1,1
24720,0,0,0,0,0,1,0,0,1
49546,3,0,0,0,1,1,1,1,1
38113,2,0,0,0,2,1,2,2,2
18403,2,0,1,0,0,0,0,0,3
40695,3,0,0,0,0,0,1,0,2
6704,1,0,1,0,1,2,1,3,0
21051,2,0,0,0,2,1,3,0,0
19398,3,0,0,0,2,1,1,1,3
17571,0,0,1,0,1,0,2,1,0
5102,4,0,1,0,0,1,1,1,3
20306,3,0,0,0,2,1,2,3,0
8415,1,0,1,0,2,2,0,2,0
27491,2,0,1,0,0,0,1,2,1
22577,2,0,1,0,1,1,0,4,2
10787,1,0,1,0,0,1,1,1,1
34295,3,0,2,0,0,1,1,2,3
44916,0,0,2,0,0,0,1,3,1
14342,2,0,2,0,2,2,0,2,5
18863,1,0,1,0,2,2,0,1,2
8551,3,0,1,0,0,2,0,1,2
46557,3,0,0,0,1,2,2,1,0
8411,2,0,0,0,1,0,3,1,0
40979,3,0,0,0,0,1,1,2,2
48040,1,0,1,0,0,0,0,1,3
42523,1,0,1,0,2,0,2,1,1
19712,6,0,1,0,0,1,2,0,5
31262,1,0,2,0,0,1,1,1,0
6048,0,0,0,0,1,0,0,1,0
23316,0,0,0,0,0,0,0,0,1
6369,4,0,0,0,1,1,4,1,2
1460,1,0,1,0,3,2,0,1,2
39394,4,0,1,0,2,0,2,1,4
11700,1,0,0,0,1,1,1,0,1
42963,4,0,0,0,1,0,0,2,3
28049,2,0,0,0,3,3,0,3,5
41989,3,0,1,0,1,1,1,2,2
29474,4,0,0,0,0,1,1,0,6
2165,3,0,2,0,2,3,3,0,2
37617,3,0,1,0,1,1,2,2,1
15845,4,0,0,0,1,2,1,1,5
30646,1,0,0,0,0,1,0,1,0
1108,4,0,1,0,1,0,4,1,2
32823,0,0,0,0,1,0,0,2,0
27359,2,0,1,0,3,0,1,4,4
33674,0,0,0,0,3,0,1,1,1
26718,3,0,0,0,1,2,0,3,0
1647,4,0,0,0,1,3,1,1,2
33073,4,0,0,0,1,2,0,5,0
1982,2,0,0,0,0,2,1,0,1
2847,3,0,0,0,2,3,0,1,3
42255,2,0,0,0,0,0,0,2,3
25318,2,0,0,0,4,3,1,1,2
7862,2,0,1,0,0,2,0,1,1
36154,2,0,0,0,1,3,0,2,1
41014,2,0,1,0,0,2,0,2,2
45562,7,0,1,0,1,3,4,2,4
40253,1,0,2,0,2,1,2,4,2
49072,1,0,1,0,1,1,2,1,3
8,4,0,1,0,0,2,2,0,2
34576,4,0,0,0,1,1,0,2,2
36736,0,0,2,0,3,2,2,0,2
15893,2,0,0,0,3,1,0,2,2
35094,3,0,0,0,0,1,1,3,0
8453,1,0,0,0,1,0,1,0,3
47746,5,0,1,0,3,0,4,3,3
44407,6,0,0,0,1,2,1,6,3
1377,2,0,0,0,2,1,0,2,2
20198,0,0,0,0,1,1,1,0,0
34852,1,0,0,0,2,2,1,3,1
5783,5,0,0,0,1,2,1,2,1
16335,2,0,0,0,1,3,1,0,1
21668,2,0,1,0,1,1,2,1,2
12753,1,0,0,0,3,1,2,1,5
37011,3,0,0,0,0,1,1,0,1
49102,0,0,0,0,2,1,1,1,0
12644,2,0,0,0,3,1,1,3,1
20847,2,0,0,0,2,1,0,1,3
2973,0,0,1,0,1,0,0,1,2
5963,1,0,1,0,3,1,0,3,1
19673,3,0,0,0,0,1,0,2,2
15882,1,0,0,0,0,2,0,1,2
5192,1,0,0,0,1,1,1,1,1
22622,3,0,0,0,2,1,2,3,1
1027,5,0,3,0,3,3,1,4,4
40834,1,0,1,0,1,1,0,2,0
20339,3,0,2,0,1,1,1,2,2
23610,0,0,1,0,1,1,1,0,1
36090,1,0,0,0,1,2,0,1,0
41220,5,0,1,0,1,3,0,2,4
19209,3,0,1,0,0,1,1,1,1
22405,4,0,0,0,3,4,1,1,3
38186,3,0,1,0,0,0,0,3,3
41131,1,0,0,0,0,0,0,1,0
32900,0,0,1,0,1,2,0,1,1
39532,3,0,0,0,3,0,2,2,2
46804,1,0,1,0,0,0,1,0,1
22404,1,0,2,0,3,2,0,3,2
7945,2,0,0,0,3,0,0,1,4
7099,4,0,0,0,1,2,1,2,2
40914,2,0,0,0,0,1,2,1,2
36202,4,0,1,0,4,2,3,2,3
23953,4,0,2,0,1,1,4,1,2
24546,3,0,0,0,0,2,0,0,2
36118,1,0,0,0,1,3,0,2,0
7417,1,0,1,0,2,0,0,1,3
30530,1,0,2,0,0,2,0,2,2
12942,3,0,1,0,4,3,1,2,3
24817,3,0,0,0,1,0,1,1,3
49357,3,0,0,0,1,1,2,1,1
44044,3,0,1,0,2,0,1,2,4
6323,4,0,0,0,0,0,0,3,1
11853,5,0,0,0,0,2,1,1,2
26657,3,0,0,0,1,3,0,1,1
19647,0,0,1,0,0,0,0,1,0
37827,1,0,1,0,1,2,1,2,0
2298,3,0,1,0,1,1,1,3,0
16984,1,0,0,0,0,1,1,1,0
29890,3,0,0,0,1,0,2,2,1
36957,2,0,0,0,1,1,1,1,3
27322,4,0,1,0,2,1,3,2,2
42274,3,0,0,0,2,0,2,4,1
37232,2,0,0,0,2,1,0,1,3
14387,3,0,0,0,1,2,1,0,2
6123,5,0,1,0,1,0,1,5,3
11556,3,0,1,0,3,0,2,2,6
15874,2,0,2,0,1,3,2,1,1
4008,3,0,1,0,2,1,1,3,3
122,3,0,1,0,2,1,3,1,2
1686,1,0,1,0,1,0,0,1,2
4962,3,0,0,0,1,0,1,3,1
48140,3,0,0,0,1,1,1,0,2
18154,3,0,0,0,2,1,0,2,2
42402,0,0,0,0,1,1,1,2,1
32441,1,0,2,0,2,2,1,3,1
34197,3,0,1,0,2,1,2,3,2
23038,2,0,1,0,3,1,0,4,1
41327,5,0,0,0,1,1,1,4,2
47732,2,0,0,0,0,0,1,1,3
34669,1,0,0,0,2,0,1,1,2
49663,3,0,0,0,3,5,1,1,0
41001,3,0,1,0,2,0,2,3,2
47491,2,0,1,0,0,1,2,2,1
28375,3,0,1,0,0,3,0,0,2
46453,0,0,0,0,1,0,1,1,0
35130,2,0,0,0,1,1,1,3,2
6064,4,0,1,0,0,0,3,3,2
47042,3,0,0,0,3,3,2,2,1
10955,2,0,0,0,1,1,1,1,2
33778,1,0,1,0,0,1,1,1,2
38682,1,0,0,0,0,1,3,0,1
14229,1,0,2,0,0,3,0,1,0
42506,7,0,0,0,3,2,1,4,4
31831,3,0,0,0,2,2,1,2,1
47539,2,0,0,0,1,1,1,1,0
16295,2,0,0,0,2,2,0,2,2
306,1,0,1,0,0,1,0,1,0
42621,0,0,1,0,2,1,2,3,1
5235,1,0,3,0,2,2,3,2,0
27021,1,0,0,0,1,1,1,0,1
47329,2,0,3,0,0,3,0,1,3
46612,4,0,2,0,1,4,1,1,2
25103,1,0,0,0,1,1,1,0,0
15576,4,0,0,0,0,2,1,2,0
17154,2,0,2,0,2,3,1,2,1
22835,0,0,3,0,2,0,1,2,2
36622,0,0,0,0,4,1,1,3,2
6074,2,0,1,0,0,2,1,1,1
43910,1,0,0,0,2,1,2,3,0
18855,0,0,1,0,2,2,0,2,2
34549,4,0,0,0,3,3,0,3,1
34340,2,0,0,0,0,1,0,2,1
29790,2,0,0,0,1,0,0,2,3
5379,2,0,0,0,0,1,1,0,2
29112,0,0,0,0,3,0,0,1,2
34675,0,0,0,0,1,0,1,2,0
13633,1,0,1,0,1,0,0,1,2
41479,0,0,0,0,1,1,1,1,0
10044,3,0,0,0,2,2,2,0,1
18531,5,0,1,0,0,3,3,0,5
47322,2,0,1,0,2,3,1,0,2
41269,2,0,1,0,0,0,0,1,2
47551,3,0,1,0,1,0,2,1,4
3245,1,0,0,0,1,2,1,0,1
45932,6,0,0,0,0,3,0,1,3
29067,3,0,0,0,1,1,1,1,3
6976,1,0,0,0,1,2,0,1,1
31037,2,0,0,0,2,3,0,1,3
23107,4,0,3,0,1,3,2,1,2
37863,2,0,0,0,2,2,1,1,1
3370,3,0,0,0,3,2,0,2,3
13453,0,0,0,0,2,1,2,2,1
33761,7,0,0,0,1,3,0,3,3
4028,1,0,1,0,0,2,0,1,2
48351,4,0,2,0,1,3,0,3,3
43788,2,0,0,0,1,1,0,0,2
33558,2,0,1,0,3,1,2,2,1
13171,2,0,0,0,1,1,0,1,2
25939,2,0,0,0,1,1,2,0,1
20903,2,0,1,0,0,2,1,2,1
46273,0,0,0,0,1,2,0,1,3
9584,2,0,0,0,1,2,1,0,1
49278,4,0,0,0,4,0,5,3,1
25045,2,0,0,0,0,0,2,1,0
45066,0,0,0,0,0,0,0,1,0
11573,1,0,0,0,1,2,1,1,0
23324,1,0,0,0,0,1,1,0,0
13391,2,0,1,0,0,1,0,0,2
27775,2,0,0,0,2,0,2,3,5
2217,1,0,1,0,1,1,1,0,3
10340,3,0,0,0,2,1,1,3,0
18142,0,0,0,0,0,0,0,0,1
44296,4,0,0,0,1,1,1,2,4
3308,3,0,1,0,0,2,0,0,2
45552,2,0,0,0,0,1,1,3,0
20489,3,0,1,0,1,1,1,2,1
23162,0,0,1,0,1,0,3,2,2
2236,1,0,0,0,1,1,0,1,1
46577,3,0,0,0,1,0,1,0,3
15795,0,0,0,0,0,0,1,1,0
42374,0,0,0,0,1,1,2,0,1
8564,1,0,0,0,2,1,1,3,1
17304,3,0,0,0,2,1,2,1,2
21576,0,0,3,0,1,1,2,1,2
24715,4,0,0,0,2,2,1,3,1
34020,2,0,1,0,1,1,3,0,1
35132,4,0,0,0,0,0,0,1,5
21856,2,0,0,0,0,1,1,0,0
32200,3,0,0,0,1,1,0,4,2
11703,2,0,1,0,2,3,1,2,1
4718,1,0,1,0,0,0,1,1,0
28760,2,0,0,0,2,0,1,3,1
36000,1,0,0,0,0,1,0,0,1
36473,3,0,0,0,1,2,0,2,1
47127,3,0,0,0,0,0,0,3,1
25328,6,0,0,0,1,2,1,3,6
38364,2,0,1,0,1,1,1,2,1
27564,2,0,0,0,0,0,4,0,0
26350,0,0,0,0,3,1,0,1,2
45925,3,0,0,0,1,1,2,2,1
26078,4,0,0,0,1,2,2,1,2
16861,1,0,0,0,1,3,0,1,1
9775,5,0,0,0,4,3,3,2,3
13073,1,0,1,0,2,0,1,2,2
11267,2,0,0,0,0,1,3,0,0
25096,0,0,0,0,1,0,0,0,1
28892,1,0,0,0,1,2,1,1,1
10287,4,0,0,0,1,2,0,2,1
27881,4,0,0,0,1,1,1,3,1
10383,1,0,1,0,3,1,0,0,6
5420,2,0,0,0,0,1,0,1,1
47319,3,0,1,0,2,2,1,4,4
47487,3,0,0,0,1,2,0,1,2
4278,1,0,0,0,2,0,1,1,1
48482,1,0,1,0,0,1,0,0,3
5563,1,0,1,0,0,0,0,2,0
27370,4,0,0,0,1,2,1,0,3
32304,2,0,0,0,2,1,3,2,0
13330,3,0,0,0,2,1,0,3,3
21355,1,0,0,0,2,1,2,0,1
17307,1,0,0,0,2,1,1,0,1
14371,0,0,0,0,1,2,1,0,0
40170,0,0,0,0,0,1,1,0,0
14477,1,0,1,0,0,1,1,1,1
44262,2,0,2,0,0,0,2,1,2
36568,2,0,2,0,0,0,5,1,1
29283,1,0,1,0,1,1,2,1,0
28594,1,0,0,0,2,0,2,1,1
45263,4,0,0,0,1,1,1,3,1
43497,2,0,1,0,1,2,1,1,2
45440,2,0,0,0,1,1,3,0,0
13257,2,0,0,0,0,1,0,0,1
17475,2,0,1,0,0,1,2,2,0
10942,1,0,0,0,1,0,1,1,1
34844,2,0,2,0,0,1,1,2,3
21789,1,0,0,0,1,2,1,0,1
14922,2,0,0,0,1,0,0,3,2
38444,2,0,1,0,1,2,2,0,1
25903,0,0,1,0,0,0,0,1,1
42205,1,0,2,0,1,0,0,0,4
36968,1,0,0,0,2,3,0,3,0
28238,2,0,1,0,0,0,2,0,2
3307,5,0,0,0,2,0,1,4,2
31625,3,0,1,0,0,3,0,0,1
35295,1,0,0,0,2,1,0,3,1
40992,2,0,0,0,0,1,0,1,2
47290,3,0,1,0,1,2,2,0,1
36429,2,0,1,0,2,2,0,3,1
3217,1,0,0,0,0,0,0,1,0
6585,0,0,1,0,0,0,1,1,0
7739,2,0,0,0,1,0,0,3,2
29390,1,0,0,0,0,0,0,2,0
49396,1,0,0,0,1,0,1,1,1
14980,2,0,1,0,1,0,1,1,4
10006,2,0,1,0,1,2,3,1,1
22280,0,0,1,0,2,1,1,0,3
39570,0,0,0,0,1,0,0,2,1
3303,0,0,0,0,1,4,0,1,0
26414,3,0,1,0,1,1,1,3,1
16444,1,0,1,0,0,2,0,0,0
34884,0,0,0,0,0,0,1,0,0
33037,1,0,0,0,0,1,0,0,0
15451,1,0,0,0,0,0,0,0,1
29110,0,0,0,0,2,0,2,1,1
42467,1,0,1,0,1,0,1,2,2
49634,1,0,0,0,0,1,0,0,2
17673,0,0,1,0,1,0,1,1,1
16791,1,0,0,0,0,0,1,0,1
33411,0,0,2,0,0,1,1,0,0
8370,3,0,0,0,2,1,1,1,2
48787,0,0,1,0,3,4,1,1,1
32818,2,0,0,0,0,1,1,0,1
134,2,0,0,0,1,0,0,2,2
33912,2,0,0,0,5,3,1,1,3
22215,5,0,0,0,1,0,1,2,3
30946,3,0,2,0,3,2,1,3,4
22380,2,0,0,0,2,1,1,4,2
12228,0,0,2,0,3,1,1,1,2
2039,4,0,0,0,0,2,1,2,2
19328,2,0,0,0,0,1,1,0,1
40745,4,0,0,0,4,4,1,4,0
30474,4,0,0,0,1,1,2,2,1
9833,4,0,0,0,1,4,0,1,2
35027,1,0,0,0,2,1,1,0,3
33175,3,0,1,0,1,1,1,2,2
40034,5,0,0,0,1,1,2,3,3
31249,1,0,0,0,1,0,2,0,3
6187,3,0,2,0,2,0,2,3,5
14280,0,0,1,0,1,0,0,3,2
9736,3,0,1,0,2,2,1,1,2
9960,2,0,2,0,1,0,0,1,4
7736,1,0,0,0,3,0,0,2,3
19170,1,0,1,0,0,1,1,0,0
11937,1,0,1,0,2,0,0,2,4
45774,2,0,0,0,0,0,0,1,3
24017,1,0,0,0,1,3,2,0,1
42515,4,0,0,0,0,1,2,2,2
17844,2,0,0,0,1,1,1,0,1
2100,1,0,1,0,1,0,2,2,0
27410,1,0,1,0,0,0,1,1,3
39406,2,0,0,0,0,2,1,1,0
42019,3,0,0,0,0,0,0,2,3
45195,0,0,0,0,0,1,1,0,1
19667,1,0,1,0,0,1,0,0,2
20768,2,0,0,0,0,0,0,1,1
10330,1,0,1,0,0,1,1,1,1
4379,0,0,0,0,0,0,0,2,1
1051,4,0,0,0,1,2,2,0,2
12451,1,0,1,0,2,1,0,0,3
41377,2,0,0,0,0,1,0,1,1
6363,0,0,2,0,3,1,0,1,3
43968,2,0,2,0,0,1,1,0,3
45269,1,0,1,0,1,0,0,4,1
49523,4,0,1,0,0,1,1,2,2
22868,1,0,0,0,0,0,0,0,3
45889,3,0,0,0,0,1,0,2,1
49279,0,0,0,0,1,0,2,0,0
33586,3,0,0,0,0,0,1,0,2
47716,2,0,0,0,2,1,1,3,1
42180,3,0,0,0,1,0,1,2,1
49309,0,0,0,0,1,1,0,1,0
39415,2,0,1,0,1,2,1,2,1
24345,4,0,1,0,1,2,2,2,1
47418,1,0,0,0,0,0,0,1,1
22348,4,0,0,0,0,3,0,2,1
12304,4,0,1,0,0,0,0,5,2
11528,3,0,0,0,0,0,0,1,2
8308,1,0,0,0,0,0,0,2,0
11724,2,0,0,0,1,2,1,1,0
46608,3,0,1,0,3,2,2,0,4
48918,2,0,0,0,0,1,0,2,0
33497,1,0,0,0,0,0,0,1,0
29139,3,0,0,0,0,0,0,2,1
27622,1,0,2,0,1,3,0,0,1
38585,2,0,1,0,1,1,2,1,0
43034,2,0,0,0,1,0,0,3,0
20515,0,0,0,0,0,1,0,1,3
48780,1,0,1,0,2,1,0,2,1
14385,2,0,2,0,0,0,0,2,2
8197,2,0,1,0,0,1,1,2,0
39178,0,0,1,0,1,1,1,1,1
28284,1,0,0,0,1,0,1,1,4
36605,1,0,0,0,0,0,0,1,0
29300,0,0,1,0,0,0,0,1,0
22080,1,0,1,0,3,3,0,2,1
7773,3,0,1,0,1,1,2,2,0
16731,2,0,2,0,1,2,2,1,4
4319,1,0,0,0,0,0,0,1,1
41124,0,0,0,0,0,0,0,1,1
1899,0,0,0,0,0,0,1,1,0
37250,3,0,0,0,2,1,1,1,5
43289,3,0,0,0,0,0,1,3,1
29211,0,0,0,0,1,0,1,1,0
28451,2,0,0,0,2,0,0,3,2
40749,1,0,1,0,1,1,0,0,2
47335,2,0,0,0,1,0,1,0,2
49047,1,0,0,0,1,0,0,0,2
36181,0,0,2,0,1,1,1,0,1
36996,2,0,0,0,2,2,2,0,1
40152,0,0,1,0,2,1,0,1,2
15944,1,0,0,0,0,0,0,1,1
4638,2,0,0,0,0,2,0,0,2
47467,2,0,1,0,3,3,1,5,0
35098,7,0,0,0,1,3,4,0,2
16088,1,0,1,0,1,0,0,0,3
37790,3,0,0,0,1,3,2,0,2
4831,0,0,1,0,1,1,1,1,0
25144,8,0,1,0,1,3,1,4,3
41002,4,0,1,0,3,0,3,3,2
2905,3,0,0,0,2,1,0,3,2
621,2,0,0,0,0,0,0,1,2
43490,3,0,1,0,1,2,1,0,3
49139,4,0,0,0,1,2,0,2,2
684,1,0,0,0,2,1,3,1,0
31396,3,0,0,0,1,3,0,2,1
46949,1,0,1,0,3,0,3,3,1
19317,3,0,0,0,0,3,1,2,1
24807,1,0,1,0,1,1,1,2,0
22416,1,0,0,0,0,1,1,0,2
38759,4,0,0,0,0,0,2,3,4
19403,5,0,1,0,0,4,1,4,1
3787,4,0,1,0,0,1,1,4,1
43846,1,0,0,0,1,0,0,2,2
27694,1,0,3,0,1,2,1,1,4
33528,2,0,0,0,1,0,0,1,2
15089,3,0,3,0,0,0,1,2,5
2213,1,0,2,0,1,1,3,1,0
39387,2,0,0,0,2,1,0,0,5
18712,2,0,0,0,3,2,0,4,1
39694,2,0,0,0,2,0,4,1,0
47355,1,0,1,0,1,1,1,1,1
23977,2,0,0,0,2,1,0,1,3
23902,1,0,0,0,1,2,0,1,2
24268,4,0,0,0,0,1,2,2,2
12102,1,0,1,0,0,2,0,1,2
32779,2,0,2,0,1,1,0,3,2
36681,2,0,0,0,0,0,1,1,1
4686,0,0,0,0,1,0,1,2,1
32739,2,0,1,0,2,0,1,3,1
39390,1,0,2,0,0,0,2,0,2
1948,3,0,0,0,0,0,2,1,2
39828,2,0,0,0,0,2,1,0,0
7786,4,0,0,0,0,1,1,1,3
43294,1,0,0,0,1,0,1,0,2
24494,2,0,0,0,2,2,2,0,2
28676,2,0,2,0,1,1,0,3,2
7664,2,0,2,0,3,2,3,1,2
30007,0,0,0,0,2,1,1,1,0
2980,2,0,0,0,0,1,1,2,1
17487,3,0,2,0,2,4,1,2,1
2115,2,0,2,0,1,3,0,5,1
48752,4,0,0,0,1,1,0,2,2
29620,3,0,1,0,1,2,1,2,2
8280,1,0,0,0,1,0,2,1,1
26383,3,0,1,0,1,0,1,3,1
2690,4,0,1,0,0,1,0,2,2
44004,3,0,0,0,1,0,0,3,2
40743,5,0,0,0,0,2,0,2,2
23114,3,0,0,0,0,0,0,3,1
20273,1,0,0,0,0,0,1,1,2
26527,5,0,1,0,1,2,3,1,2
636,1,0,1,0,0,0,0,0,2
16646,2,0,0,0,3,1,2,1,3
6141,1,0,0,0,0,0,0,0,1
43773,3,0,1,0,0,2,1,1,0
27030,3,0,1,0,1,2,1,2,3
44863,2,0,1,0,0,0,3,0,1
3327,5,0,1,0,2,2,2,2,6
20464,2,0,2,0,0,1,0,2,2
14968,4,0,1,0,3,2,4,1,1
20959,1,0,0,0,3,0,3,1,1
172,3,0,0,0,1,2,1,1,3
41020,0,0,0,0,1,0,0,1,2
36914,1,0,1,0,0,1,0,1,2
